단축코드,한글 종목명,한글 종목약명,시장구분
321550,티움바이오,티움바이오,KOSDAQ
321820,와이더플래닛,와이더플래닛,KOSDAQ
322000,현대에너지솔루션보통주,현대에너지솔루션,KOSPI
322180,티라유텍,티라유텍,KOSDAQ
322310,오로스테크놀로지,오로스테크놀로지,KOSDAQ
322510,제이엘케이,제이엘케이,KOSDAQ
322780,코퍼스코리아,코퍼스코리아,KOSDAQ
323230,엠에프엠코리아,엠에프엠코리아,KOSDAQ
323280,신영해피투모로우제5호기업인수목적,신영스팩5호,KOSDAQ
323410,카카오뱅크보통주,카카오뱅크,KOSPI
323990,박셀바이오,박셀바이오,KOSDAQ
326030,에스케이바이오팜보통주,SK바이오팜,KOSPI
327260,알에프머트리얼즈,RF머트리얼즈,KOSDAQ
328380,미래에셋대우기업인수목적3호,미래에셋대우스팩3호,KOSDAQ
329180,현대중공업보통주,현대중공업,KOSPI
330350,위더스제약,위더스제약,KOSDAQ
330590,롯데리츠보통주,롯데리츠,KOSPI
330730,스톤브릿지벤처스,스톤브릿지벤처스,KOSDAQ
330860,네패스아크,네패스아크,KOSDAQ
331380,포커스에이치엔에스,포커스에이치엔에스,KOSDAQ
331520,교보9호기업인수목적,교보9호스팩,KOSDAQ
331920,셀레믹스,셀레믹스,KOSDAQ
332290,누보,누보,KOSDAQ
332370,아이디피,아이디피,KOSDAQ
332570,와이팜,와이팜,KOSDAQ
332710,하나금융14호기업인수목적,하나금융14호스팩,KOSDAQ
333050,신한제6호기업인수목적,신한제6호스팩,KOSDAQ
333430,일승,일승,KOSDAQ
333620,엔시스,엔시스,KOSDAQ
334890,이지스밸류플러스리츠보통주,이지스밸류리츠,KOSPI
334970,프레스티지바이오로직스,프레스티지바이오로직스,KOSDAQ
335810,프리시젼바이오,프리시젼바이오,KOSDAQ
335870,아이비케이에스제12호기업인수목적,IBKS제12호스팩,KOSDAQ
335890,비올,비올,KOSDAQ
336060,웨이버스,웨이버스,KOSDAQ
336260,두산퓨얼셀보통주,두산퓨얼셀,KOSPI
336370,솔루스첨단소재보통주,솔루스첨단소재,KOSPI
336570,대신밸런스제8호기업인수목적,대신밸런스제8호스팩,KOSDAQ
337450,에스케이제5호기업인수목적,SK5호스팩,KOSDAQ
337930,브랜드엑스코퍼레이션,브랜드엑스코퍼레이션,KOSDAQ
338100,NH프라임리츠보통주,NH프라임리츠,KOSPI
338220,뷰노,뷰노,KOSDAQ
339770,교촌에프앤비보통주,교촌에프앤비,KOSPI
339950,아이비김영,아이비김영,KOSDAQ
340120,하이제5호기업인수목적,하이제5호스팩,KOSDAQ
340350,에스케이제6호기업인수목적,SK6호스팩,KOSDAQ
340360,다보링크,다보링크,KOSDAQ
340440,세림비앤지,세림B&G,KOSDAQ
340570,티앤엘,티앤엘,KOSDAQ
340930,유일에너테크,유일에너테크,KOSDAQ
341160,하나금융15호기업인수목적,하나금융15호스팩,KOSDAQ
342550,케이비제20호기업인수목적,케이비제20호스팩,KOSDAQ
343510,하나금융16호기업인수목적,하나금융16호스팩,KOSDAQ
344050,신영해피투모로우제6호기업인수목적,신영스팩6호,KOSDAQ
344820,케이씨씨글라스보통주,KCC글라스,KOSPI
347000,센코,센코,KOSDAQ
347140,케이프이에스제4호기업인수목적,케이프이에스제4호,KOSDAQ
347700,라이프시맨틱스,라이프시맨틱스,KOSDAQ
347740,피엔케이피부임상연구센타,피엔케이피부임상연구센타,KOSDAQ
347770,핌스,핌스,KOSDAQ
347860,알체라,알체라,KOSDAQ
347890,엠투아이코퍼레이션,엠투아이,KOSDAQ
348030,모비릭스,모비릭스,KOSDAQ
348150,고바이오랩,고바이오랩,KOSDAQ
348210,넥스틴,넥스틴,KOSDAQ
348350,위드텍,위드텍,KOSDAQ
348370,엔켐,엔켐,KOSDAQ
348950,제이알글로벌리츠보통주,제이알글로벌리츠,KOSPI
349720,이베스트기업인수목적5호,이베스트스팩5호,KOSDAQ
350520,이지스레지던스리츠보통주,이지스레지던스리츠,KOSPI
351320,에스에이티,에스에이티이엔지,KOSDAQ
351330,이삭엔지니어링,이삭엔지니어링,KOSDAQ
351340,아이비케이에스제13호기업인수목적,IBKS제13호스팩,KOSDAQ
352480,씨앤씨인터내셔널,씨앤씨인터내셔널,KOSDAQ
352700,씨앤투스성진,씨앤투스성진,KOSDAQ
352770,클리노믹스,클리노믹스,KOSDAQ
352820,하이브보통주,하이브,KOSPI
352910,오비고,오비고,KOSDAQ
352940,인바이오,인바이오,KOSDAQ
353060,에이치엠씨아이비제5호기업인수목적,에이치엠씨제5호스팩,KOSDAQ
353070,에이치엠씨아이비제4호기업인수목적,에이치엠씨제4호스팩,KOSDAQ
353190,휴럼,휴럼,KOSDAQ
353200,대덕전자보통주,대덕전자,KOSPI
353490,미래에셋대우기업인수목적 5호,미래에셋대우스팩 5호,KOSDAQ
353590,오토앤,오토앤,KOSDAQ
353810,이지바이오,이지바이오,KOSDAQ
354200,엔젠바이오,엔젠바이오,KOSDAQ
355150,교보10호기업인수목적,교보10호스팩,KOSDAQ
356860,티엘비,티엘비,KOSDAQ
356890,싸이버원,싸이버원,KOSDAQ
357120,코람코에너지플러스리츠보통주,코람코에너지리츠,KOSPI
357230,에이치피오,에이치피오,KOSDAQ
357250,미래에셋맵스리츠보통주,미래에셋맵스리츠,KOSPI
357430,마스턴프리미어리츠보통주,마스턴프리미어리츠,KOSPI
357550,석경에이티,석경에이티,KOSDAQ
357580,주식회사 아모센스,아모센스,KOSDAQ
357780,솔브레인,솔브레인,KOSDAQ
357880,비트나인,비트나인,KOSDAQ
359090,씨엔알리서치,씨엔알리서치,KOSDAQ
361390,제노코,제노코,KOSDAQ
361570,알비더블유,알비더블유,KOSDAQ
361610,SK아이이테크놀로지보통주,SK아이이테크놀로지,KOSPI
361670,삼영에스앤씨,삼영에스앤씨,KOSDAQ
362320,청담글로벌,청담글로벌,KOSDAQ
363250,진시스템,진시스템,KOSDAQ
363260,모비데이즈,모비데이즈,KOSDAQ
363280,티와이홀딩스보통주,티와이홀딩스,KOSPI
365270,큐라클,큐라클,KOSDAQ
365550,ESR켄달스퀘어리츠보통주,ESR켄달스퀘어리츠,KOSPI
365590,하이딥,하이딥,KOSDAQ
365900,브이씨,브이씨,KOSDAQ
366030,공구우먼,공구우먼,KOSDAQ
366330,신한제7호기업인수목적,신한제7호스팩,KOSDAQ
367000,플래티어,플래티어,KOSDAQ
367340,디비금융제8호기업인수목적,DB금융스팩8호,KOSDAQ
367360,디비금융제9호기업인수목적,DB금융스팩9호,KOSDAQ
367460,유안타제7호기업인수목적,유안타제7호스팩,KOSDAQ
367480,유안타제8호기업인수목적,유안타제8호스팩,KOSDAQ
368770,파이버프로,파이버프로,KOSDAQ
369370,블리츠웨이,블리츠웨이,KOSDAQ
370090,퓨런티어,퓨런티어,KOSDAQ
371950,풍원정밀,풍원정밀,KOSDAQ
372290,하나머스트7호기업인수목적,하나머스트7호스팩,KOSDAQ
372800,아이티아이즈,아이티아이즈,KOSDAQ
372910,한컴라이프케어보통주,한컴라이프케어,KOSPI
373200,하인크코리아,하인크코리아,KOSDAQ
373220,LG에너지솔루션보통주,LG에너지솔루션,KOSPI
373340,유진기업인수목적6호,유진스팩6호,KOSDAQ
375500,DL이앤씨보통주,DL이앤씨,KOSPI
376180,피코그램,피코그램,KOSDAQ
376190,엘비루셈,엘비루셈,KOSDAQ
376290,씨유테크,씨유테크,KOSDAQ
376300,디어유,디어유,KOSDAQ
376930,노을,노을,KOSDAQ
376980,원티드랩,원티드랩,KOSDAQ
377030,맥스트,맥스트,KOSDAQ
377190,디앤디플랫폼리츠보통주,디앤디플랫폼리츠,KOSPI
377220,프롬바이오,프롬바이오,KOSDAQ
377300,카카오페이보통주,카카오페이,KOSPI
377330,이지트로닉스,이지트로닉스,KOSDAQ
377400,하이제6호기업인수목적,하이제6호스팩,KOSDAQ
377450,리파인,리파인,KOSDAQ
377460,위니아에이드,위니아에이드,KOSDAQ
377480,마인즈랩,마인즈랩,KOSDAQ
377630,삼성기업인수목적4호,삼성스팩4호,KOSDAQ
378850,화승알앤에이보통주,화승알앤에이,KOSPI
380320,삼성머스트기업인수목적5호,삼성머스트스팩5호,KOSDAQ
380440,엔에이치기업인수목적19호보통주,엔에이치스팩19호,KOSPI
381970,케이카보통주,케이카,KOSPI
382480,지아이텍,지아이텍,KOSDAQ
382800,지앤비에스엔지니어링,지앤비에스엔지니어링,KOSDAQ
382840,원준,원준,KOSDAQ
382900,범한퓨얼셀,범한퓨얼셀,KOSDAQ
383220,F&F보통주,F&F,KOSPI
383310,에코프로에이치엔,에코프로에이치엔,KOSDAQ
383800,엘엑스홀딩스보통주,LX홀딩스,KOSPI
386580,한화플러스제2호기업인수목적,한화플러스제2호스팩,KOSDAQ
387310,대신밸런스제10호기업인수목적,대신밸런스제10호스팩,KOSDAQ
388050,지투파워,지투파워,KOSDAQ
388220,하나금융19호기업인수목적,하나금융19호스팩,KOSDAQ
388720,유일로보틱스,유일로보틱스,KOSDAQ
388790,아이비케이에스제16호기업인수목적,IBKS제16호스팩,KOSDAQ
388800,유진기업인수목적7호,유진스팩7호,KOSDAQ
389030,지니너스,지니너스,KOSDAQ
389140,포바이포,포바이포,KOSDAQ
389260,대명에너지,대명에너지,KOSDAQ
391060,엔에이치기업인수목적20호,엔에이치스팩20호,KOSDAQ
391710,엔에이치기업인수목적21호,엔에이치스팩21호,KOSDAQ
393360,신한제8호기업인수목적,신한제8호스팩,KOSDAQ
395400,SK리츠보통주,SK리츠,KOSPI
396300,세아메카닉스,세아메카닉스,KOSDAQ
396690,미래에셋글로벌리츠보통주,미래에셋글로벌리츠,KOSPI
396770,엔에이치기업인수목적22호,엔에이치스팩22호,KOSDAQ
397500,대신밸런스제11호기업인수목적,대신밸런스제11호스팩,KOSDAQ
397880,교보11호기업인수목적,교보11호스팩,KOSDAQ
399720,가온칩스,가온칩스,KOSDAQ
400560,하나금융20호기업인수목적,하나금융20호스팩,KOSDAQ
400760,엔에이치올원리츠보통주,NH올원리츠,KOSPI
400840,하이제7호기업인수목적,하이제7호스팩,KOSDAQ
402340,SK스퀘어보통주,SK스퀘어,KOSPI
404950,디비금융제10호기업인수목적,DB금융스팩10호,KOSDAQ
404990,신한서부티엔디리츠보통주,신한서부티엔디리츠,KOSPI
405350,아이비케이에스제17호기업인수목적,IBKS제17호스팩,KOSDAQ
405640,신한제9호기업인수목적,신한제9호스팩,KOSDAQ
406760,하나금융21호기업인수목적,하나금융21호스팩,KOSDAQ
408920,에스케이증권에이씨피씨제7호기업인수목적,에스케이증권7호스팩,KOSDAQ
409570,한국제10호기업인수목적 주식회사,한국제10호스팩,KOSDAQ
412350,레이저쎌,레이저쎌,KOSDAQ
412930,미래에셋비전기업인수목적1호,미래에셋비전스팩1호,KOSDAQ
413600,키움제6호기업인수목적,키움제6호스팩,KOSDAQ
413630,유진기업인수목적8호,유진스팩8호,KOSDAQ
415580,상상인제3호기업인수목적,상상인제3호스팩,KOSDAQ
417310,코람코더원리츠보통주,코람코더원리츠,KOSPI
418170,하나금융22호기업인수목적,하나금융22호스팩,KOSDAQ
419270,신영해피투모로우제7호기업인수목적,신영스팩7호,KOSDAQ
421800,교보12호기업인수목적,교보12호스팩,KOSDAQ
422040,엔에이치기업인수목적23호,엔에이치스팩23호,KOSDAQ
424140,케이비제21호기업인수목적,케이비제21호스팩,KOSDAQ
900070,글로벌에스엠테크리미티드,글로벌에스엠,KOSDAQ
900100,애머릿지코퍼레이션,애머릿지,KOSDAQ
900110,이스트아시아홀딩스인베스트먼트리미티드,이스트아시아홀딩스,KOSDAQ
900120,씨케이에이치푸드앤헬스리미티드,씨케이에이치,KOSDAQ
900140,엘브이엠씨홀딩스보통주,엘브이엠씨홀딩스,KOSPI
900250,차이나크리스탈신소재홀딩스,크리스탈신소재,KOSDAQ
900260,로스웰인터내셔널,로스웰,KOSDAQ
900270,헝셩그룹유한회사,헝셩그룹,KOSDAQ
900280,케이만금세기차륜집단유한공사,골든센츄리,KOSDAQ
900290,그레이트리치과기유한공사,GRT,KOSDAQ
900300,오가닉티코스메틱스홀딩스컴퍼니리미티드,오가닉티코스메틱,KOSDAQ
900310,컬러레이홀딩스,컬러레이,KOSDAQ
900340,윙입푸드홀딩스,윙입푸드,KOSDAQ
950110,SBI핀테크솔루션즈,SBI핀테크솔루션즈,KOSDAQ
950130,엑세스바이오,엑세스바이오,KOSDAQ
950140,잉글우드랩,잉글우드랩,KOSDAQ
950160,코오롱티슈진,코오롱티슈진,KOSDAQ
950170,제이티씨,JTC,KOSDAQ
950190,미투젠,미투젠,KOSDAQ
950200,소마젠,소마젠,KOSDAQ
950210,프레스티지바이오파마KDR,프레스티지바이오파마,KOSPI
950220,네오이뮨텍,네오이뮨텍,KOSDAQ
00088K,한화3우선주(신형),한화3우B,KOSPI
00104K,CJ4우선주(전환),CJ4우(전환),KOSPI
00279K,아모레G3우선주(전환),아모레G3우(전환),KOSPI
00499K,롯데지주1우선주,롯데지주우,KOSPI
00680K,미래에셋증권2우선주(신형),미래에셋증권2우B,KOSPI
00781K,코리아써키트2우선주(신형),코리아써키트2우B,KOSPI
00806K,대덕1우선주,대덕1우,KOSPI
02826K,삼성물산1우선주(신형),삼성물산우B,KOSPI
03473K,SK1우선주,SK우,KOSPI
03481K,해성산업1우선주,해성산업1우,KOSDAQ
08537M,루트로닉3우선주(전환),루트로닉3우C,KOSDAQ
18064K,한진칼1우선주,한진칼우,KOSPI
26490K,크라운제과1우선주,크라운제과우,KOSPI
28513K,SK케미칼1우선주,SK케미칼우,KOSPI
33626K,두산퓨얼셀1우선주,두산퓨얼셀1우,KOSPI
33626L,두산퓨얼셀2우선주(신형),두산퓨얼셀2우B,KOSPI
33637K,솔루스첨단소재1우선주,솔루스첨단소재1우,KOSPI
33637L,솔루스첨단소재2우선주(신형),솔루스첨단소재2우B,KOSPI
35320K,대덕전자우선주,대덕전자1우,KOSPI
36328K,티와이홀딩스1우선주,티와이홀딩스우,KOSPI
37550K,DL이앤씨1우선주,DL이앤씨우,KOSPI
37550L,DL이앤씨2우선주(전환),DL이앤씨2우(전환),KOSPI
38380K,엘엑스홀딩스1우선주,LX홀딩스1우,KOSPI
